,smiles,LOG_HLM_CLint,LOG_RLM_CLint
1478,Cc1c(C(=O)NCCc2cc3nc(-c4ccco4)ccn3n2)cnn1C,1.46169357,2.237995893
1479,Cc1c(C(=O)NCc2cnc(N(C)C)n2C)sc2ccccc12,1.25224605,2.502078725
1480,Cc1c(C(=O)Nc2ccc(CO)cc2)nnn1Cc1ccc(Cl)c(Cl)c1,0.709524356,1.706068842
1481,Cc1c(C(=O)Nc2ccc(N3CCC(N4CCOCC4)CC3)c(C#N)c2)cnn1-c1ccc(Cl)cc1,1.906663602,2.468468443
1482,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,1.380428335,1.874377435
1483,Cc1c(C(=O)Nc2cnccn2)cccc1-c1ccccn1,0.675686709,2.695383599
1484,Cc1c(C)n(Cc2ccccc2)c2ncnc(N)c12,1.203875623,2.712478812
1485,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2[nH]c(C#N)cc12,2.044755286,2.235889367
1486,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,2.13205146,2.020609853
1487,Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,1.034949147,1.847547983
1488,Cc1c(Cl)cccc1NC(=O)C(C)N1CCCN(c2nccs2)CC1,2.967351376,3.642941685
1489,Cc1c(F)cccc1NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12,2.426639741,3.037958084
1490,Cc1c(O)cccc1OCCN1CCOCC1,0.675686709,1.730119835
1491,Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.948364056,1.693999396
1492,Cc1c[nH]c(C(=O)NCC2(N3CCCCC3)CCCC2)n1,0.882011962,2.281137949
1493,Cc1c[nH]c(CNCc2ccccc2CC(C)C)n1,1.552022986,3.431209643
1494,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,1.155882358,2.238813599
1495,Cc1cc(-c2ccc(N)nc2)cc(C2CCN(C(=O)CCCc3ccc(F)c(C)c3)CC2)n1,2.983717827,3.281457223
1496,Cc1cc(-c2cccc3ccnn23)nc(N2CCCC2)n1,2.087430008,3.203646343
1497,Cc1cc(-c2cn(C)nc2[C@H]2CC[C@H](CNC(=O)C(C)C)CC2)on1,0.675686709,2.428572109
1498,Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,1.376923524,2.088444417
1499,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,0.675686709,1.027920136
1500,Cc1cc(-c2nc(N(C)C)no2)cc(O)n1,0.675686709,1.501114059
1501,Cc1cc(-c2nccs2)nc(CC2CCNCC2)n1,0.675686709,1.589066718
1502,Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,0.675686709,1.307816827
1503,Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1,0.675686709,1.921967246
1504,Cc1cc(-n2ccnc2)ccc1C(=O)O,0.675686709,1.027920136
1505,Cc1cc(-n2nc(C)cc2N)nc(C)n1,1.770380657,2.096068404
1506,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12,2.567713162,2.97487261
1507,Cc1cc(=O)oc2cc(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC3CCCCC3)NC(=O)OCC3c4ccccc4-c4ccccc43)ccc12,0.675686709,1.027920136
1508,Cc1cc(Br)ccc1CN(C)C(=O)CO,0.675686709,1.455819024
1509,Cc1cc(Br)cn(Cc2ccc(C#N)cc2F)c1=O,0.675686709,2.009990242
1510,Cc1cc(C#N)cc(N2CCc3c(ncn3CCc3ccccc3)C2)n1,2.988805463,3.53502295
1511,Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,0.675686709,1.027920136
1512,Cc1cc(C(=O)N(C)C2CCSCC2)c(=O)n(C)c1C,1.46386314,1.751132774
1513,Cc1cc(C(=O)N(C)CC2CCN(CCO)CC2)cc(C)n1,0.898999271,1.465739659
1514,Cc1cc(C(=O)N(C)CCCC2CCCC2)cc(C)n1,1.8057998,3.752342439
1515,Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,1.967599452,2.973620083
1516,Cc1cc(C(=O)N(C)Cc2ccccc2C)[nH]n1,0.675686709,2.37792519
1517,Cc1cc(C(=O)N(C)Cc2ccsc2)no1,1.042575512,2.382701283
1518,Cc1cc(C(=O)N(C)c2nc3ccccc3s2)cc(O)n1,0.675686709,1.207311151
1519,Cc1cc(C(=O)N2CCC(C(=O)c3ccnn3C)CC2)sc1C,1.564677898,2.981010403
1520,Cc1cc(C(=O)N2CCN(C(=O)C3CCC3)CC2)c(O)cn1,0.675686709,1.027920136
1521,Cc1cc(C(=O)N2CCOC(C)(C)C2)cc(C)c1OCc1cccnc1,2.430729553,3.337597415
1522,Cc1cc(C(=O)N2CCS(=O)(=O)CC2)c(C)o1,0.675686709,1.027920136
1523,Cc1cc(C(=O)NC(C)(C)C#N)nn1-c1ccc(F)cc1,0.675686709,1.294201601
1524,Cc1cc(C(=O)NC2CCN(C(=O)c3cc(C)sc3C)CC2)no1,0.990027899,1.971507782
1525,Cc1cc(C(=O)NC2CCN(c3ncnc4sc(C)c(C)c34)CC2)on1,1.636888907,2.566037781
1526,Cc1cc(C(=O)NCC2(c3ccccc3)CC2)on1,0.675686709,2.037653547
1527,Cc1cc(C(=O)NCC2CC2)n2nccc2n1,1.409611931,1.874510808
1528,Cc1cc(C(=O)NCC2CCC3(CC2)OCCO3)[nH]n1,0.675686709,1.996362796
1529,Cc1cc(C(=O)NCC2CCN(c3ccc4ccccc4n3)CC2)cnc1C,1.764213506,2.67861943
1530,Cc1cc(C(=O)NCCC2=CSC3=NCCCN23)c2cccc(C)c2n1,0.675686709,2.463613817
1531,Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,1.799850374,2.365796748
1532,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,0.831357785,1.604139618
1533,Cc1cc(C(=O)Nc2ccc(C)c(C)c2)n(-c2ccccc2)n1,1.986883651,3.312518816
1534,Cc1cc(C(=O)Nc2cccc(-c3cnco3)c2)c2c(C)nn(C)c2n1,1.46265251,1.875477986
1535,Cc1cc(C(=O)Nc2cccc3ncccc23)on1,0.675686709,1.044304519
1536,Cc1cc(C(=O)Nc2ncccc2C)c2ccccc2n1,1.137164145,1.765996201
1537,Cc1cc(C(=O)Nc2nnc3n2CCCC3)n(C)n1,0.675686709,1.056752441
1538,Cc1cc(C(=O)O)nn1-c1ccccn1,0.675686709,1.027920136
1539,Cc1cc(C(F)(F)F)nc(CCNC(=O)N(C)Cc2c(C)noc2C)n1,2.235629434,2.762027009
1540,Cc1cc(C(F)(F)F)nc(CCNC(=O)N(C)Cc2ccncc2C)n1,2.296162609,2.865972879
1541,Cc1cc(C(F)(F)F)nc(N(C)Cc2c(C)noc2C)n1,1.9625398,2.769927232
1542,Cc1cc(C)c(-n2cccn2)c(-c2cn(C[C@@H]3CCCO3)nn2)c1,1.832221417,2.704983974
1543,Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,2.096037073,2.90539755
1544,Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,0.698448538,1.192316505
1545,Cc1cc(C)c(NC(=O)CN(C)c2ccc(C#N)nc2)c(C)c1,1.158573556,1.878946691
1546,Cc1cc(C)c(NC(=O)c2cc(Cl)ccc2F)c(C)n1,0.913548958,1.602135986
1547,Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,0.675686709,1.735023717
1548,Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)C)cc2)c(C)c1-n1cnnn1,2.07120796,1.950321033
1549,Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,2.136016249,3.618827244
1550,Cc1cc(C)c2[nH]c(C(=O)N3CC[C@@](O)(CC(C)C)[C@@H](Oc4ccc(F)cc4)C3)c(C)c2c1,2.144642693,3.281688408
1551,Cc1cc(C)c2c(C(=O)N3CC4(CNC(=O)N4)C3)cc(C)nc2c1,0.675686709,1.487279816
1552,Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,1.154180432,3.084600226
1553,Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,2.209624915,3.188084374
1554,Cc1cc(C)c2c(c1)CCCN2C(=O)c1ccc(-c2nnc(C)o2)cc1,2.174365132,3.320933329
1555,Cc1cc(C)c2ccc(C(=O)N3CCN(c4nc[nH]n4)CC3)cc2n1,0.675686709,1.224714305
1556,Cc1cc(C)c2ccc(C(=O)N3CCN(c4ncc[nH]c4=O)CC3)cc2n1,0.675686709,1.727378569
1557,Cc1cc(C)cc(C(=O)Nc2c(C#N)cnn2C)c1,1.435939875,1.904017301
1558,Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,1.049992857,2.430890608
1559,Cc1cc(C)cc(OCCN(C)C(=O)NCCN2CCCCC2=O)c1,2.175874058,3.114870416
1560,Cc1cc(C)cc(OCCN(C)C(=O)NCCS(=O)(=O)N(C)C)c1,1.572464987,3.039175688
1561,Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,1.681340752,2.330279811
1562,Cc1cc(C)n(-c2cc(Nc3ccccc3C)ncn2)n1,1.775828814,2.456921453
1563,Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,0.675686709,1.974971994
1564,Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,0.987934265,2.756963037
1565,Cc1cc(C)n(-c2ccc(CNC(=O)c3ccc4c(c3)CCO4)cn2)n1,1.056981037,2.024374822
1566,Cc1cc(C)n(-c2cccc(NC(=O)c3ccc(F)c(F)c3)c2)n1,1.4954472,2.548213699
1567,Cc1cc(C)n(C(=O)CCCC(=O)n2nc(C)cc2C)n1,2.784436121,3.369321078
1568,Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,0.675686709,1.027920136
1569,Cc1cc(C)n2nc(C)c(C(=O)NCC3CC3)c2n1,1.669707291,2.02382017
1570,Cc1cc(C)n2nc(C)c(C(=O)NCCc3nnc(C)s3)c2n1,0.675686709,1.519565501
1571,Cc1cc(C)n2ncc(C(=O)NC3CCCCC3)c2n1,1.746634199,2.220152562
1572,Cc1cc(C)n2ncc(C(=O)Nc3cccc(C(=O)O)c3)c2n1,0.675686709,1.027920136
1573,Cc1cc(C)nc(-n2nc(C)c(CC(=O)NC3CCCCCC3)c2C)n1,1.64229631,2.919948425
1574,Cc1cc(C)nc(CNC(=O)CC2CCNCC2)n1,0.675686709,1.027920136
1575,Cc1cc(C)nc(N(C)CC(=O)NC2CC2)n1,0.675686709,1.364006614
1576,Cc1cc(C)nc(N2Cc3ccccc3C2=N)n1,1.391552567,3.066215194
1577,Cc1cc(C)nc(NC(=O)N(C)C2CCC2)c1,1.966592226,2.247907013
1578,Cc1cc(C)nc(NCc2cnc(C)c(C)c2)n1,1.09805504,2.210449618
1579,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)/C=C/c3ccc([N+](=O)[O-])s3)cc2)n1,1.146159056,1.758465263
1580,Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,0.918082785,2.072025522
1581,Cc1cc(C)nc(SCC(=O)N2c3ccccc3C(C)(c3ccc(Cl)cc3)CC2(C)C)n1,3.015502667,3.324075423
1582,Cc1cc(C)nc(SCC(=O)N2c3ccccc3C(C)(c3ccccc3)CC2(C)C)n1,3.372714293,3.495298993
1583,Cc1cc(CCCC(=O)NC[C@H]2CC[C@H](c3ccc(C(N)=O)c(C)n3)CC2)ccc1F,2.329509744,2.90742426
1584,Cc1cc(CN(C)C(=O)C(=O)Nc2ccc(F)c(C)c2)no1,1.137923512,2.43065867
1585,Cc1cc(CN(C)Cc2cscn2)no1,0.675686709,1.397000918
1586,Cc1cc(CN2CC(O)(CC#N)C2)ccc1F,1.1766121,2.846716799
1587,Cc1cc(CN2CCC(N(C)c3ncc(Cl)cn3)CC2)on1,1.205312653,2.103960996
1588,Cc1cc(CN2CCN(c3ncccn3)CC2)on1,0.675686709,1.961392615
1589,Cc1cc(CNC(=O)N(C)Cc2c(C)nn(C)c2C)cnc1C,0.675686709,2.049679216
1590,Cc1cc(CNc2cc(C(=O)N(C)C)ccn2)sc1Br,1.559308011,2.902705466
1591,Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,1.810326627,2.108632666
1592,Cc1cc(CO)nc(N2CCCCC2)n1,1.426625106,2.053754341
1593,Cc1cc(CSCc2c(C)noc2C)no1,2.113147531,3.281587592
1594,Cc1cc(CSCc2ccc(C#N)cc2)no1,1.88295691,3.002342769
1595,Cc1cc(Cl)c(OCCCN2CCNCC2)c(Br)c1,0.675686709,2.66329376
1596,Cc1cc(Cl)n(-c2ccc(C#N)cc2)n1,2.020547724,2.491841954
1597,Cc1cc(Cn2cnc(C#N)c2C#N)c2ccccc2n1,0.675686709,1.564476685
1598,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.113241232,1.775967056
1599,Cc1cc(F)ccc1-c1nc(CCn2c(C)nc3ccccc32)no1,2.600096893,3.254089615
1600,Cc1cc(F)ccc1C(=O)NCc1ccc(O)c(O)c1,0.675686709,1.923616999
1601,Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,0.777789187,1.442448411
1602,Cc1cc(F)ccc1CC(=O)N[C@@H]1CCOC[C@H]1OCCO,0.675686709,1.027920136
1603,Cc1cc(F)ccc1NC(=O)Cn1cncn1,0.675686709,1.027920136
1604,Cc1cc(N(C)C)nc(-n2ccnc2)n1,1.599162287,1.919475578
1605,Cc1cc(N(C)C)nc(-n2cnc(C#N)n2)n1,1.526261718,1.898648406
1606,Cc1cc(N(C)C)nc(N(C)Cc2csc(C)n2)n1,1.486047734,2.833233197
1607,Cc1cc(N(C)CC(C)(C)O)ncc1Br,1.556953454,2.986764123
1608,Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,1.645746395,2.516203412
1609,Cc1cc(N(CCO)CCCO)ncc1Br,1.094296397,2.679317037
1610,Cc1cc(N)n(-c2ncnc3sc(C)c(-c4ccc(Cl)cc4)c23)n1,1.974212235,2.826104619
1611,Cc1cc(N2CCC(C(=O)NC3CCCCC3)CC2)nc(-c2ccncc2)n1,1.826204424,2.285721545
1612,Cc1cc(N2CCCC2)nc(C2CCCN(C)C2)n1,0.964165311,2.519927699
1613,Cc1cc(N2CCCC2c2cc(CCC(=O)O)cc(C)n2)ncn1,0.675686709,1.027920136
1614,Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,1.751756258,3.001873841
1615,Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,0.975891136,2.094792451
1616,Cc1cc(N2CCN(CC3CCN(C(=O)CC(C)C)CC3)CC2)n[nH]1,0.865932668,1.027920136
1617,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,1.301767669,2.93863929
1618,Cc1cc(NC(=O)C2CCN(c3ccncc3Cl)CC2)no1,1.104657791,2.268631787
1619,Cc1cc(NC(=O)C2CCOCC2)sn1,0.675686709,1.027920136
1620,Cc1cc(NC(=O)CCc2c(C)nn(C)c2C)no1,0.675686709,1.652922888
1621,Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,0.675686709,1.397592434
1622,Cc1cc(NC(=O)CN(C)CCOc2ccccc2)on1,2.220748592,2.793825993
1623,Cc1cc(NC(=O)[C@H](C)N(C)C)c2ccccc2n1,0.983536082,2.03661692
1624,Cc1cc(NC(=O)c2c(F)cccc2Cl)no1,0.675686709,1.415457483
1625,Cc1cc(NC(=O)c2cc(F)cc(F)c2)sn1,2.114844413,1.888404168
1626,Cc1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,0.807467376,1.191283301
1627,Cc1cc(NC(=O)c2cccs2)no1,1.597804842,2.899488912
1628,Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1,0.675686709,1.395308916
1629,Cc1cc(NCC2(c3ccncc3)CC2)ncn1,0.675686709,2.297381843
1630,Cc1cc(NCc2ccnc(N3CCCC3)c2)c2ccccc2n1,1.375864714,3.737787441
1631,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,0.675686709,1.393627842
1632,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)CCc3cccc(Cl)c3)C2)n1,2.749824402,3.35585976
1633,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)CCn3ncc4ccccc43)C2)n1,2.538235566,3.36208683
1634,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3)C2)n1,2.02619812,2.821966583
1635,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,2.059949454,2.705097036
1636,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)Cn3nc(C)ccc3=O)C2)n1,1.295215124,1.953865958
1637,Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,1.37821615,2.201683828
1638,Cc1cc(Nc2ccccn2)cc(C2CCCN(CC(=O)Nc3ncc(C)s3)C2)n1,1.775464809,2.980412007
1639,Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,0.734719842,1.994000227
1640,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,0.927934682,1.6658623
1641,Cc1cc(Nc2ncccn2)cc(C2CCCN(CC(=O)Nc3ccc(F)cc3)C2)n1,1.808879124,2.658694277
1642,Cc1cc(Nc2nnc(C)s2)cc(C2CN(C(=O)Cc3csc(C)n3)CCO2)n1,1.270795253,2.013241816
1643,Cc1cc(Nc2nnc(C)s2)cc(C2CN(C(=O)c3c(C(C)C)noc3C)CCO2)n1,1.352876834,2.178170885
1644,Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,1.752923841,3.345284314
1645,Cc1cc(OCC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)ccc1Cl,2.63502307,3.160701073
1646,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@@H]3CC(=O)O)c1,0.753812784,1.451479405
1647,Cc1cc(OCc2ccnc(Cl)c2)nnc1C,0.675686709,1.712464498
1648,Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,1.444638031,2.816379854
1649,Cc1cc(Oc2cnccn2)ccc1N,0.675686709,1.494418988
1650,Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,0.675686709,2.086619618
1651,Cc1cc(SCc2ccc(Cl)nc2)nc2ccccc12,2.515025612,3.139084987
1652,Cc1cc2c(=O)n3c(nc2s1)CCNCC3,0.675686709,1.829020585
1653,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,1.176236,2.432674319
1654,Cc1cc2c(s1)c1cnn(Cc3ccccc3F)c(=O)c1n2C,2.512695067,3.423961951
1655,Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.675686709,1.027920136
1656,Cc1cc2cc(C(=O)N(Cc3ccc4c(c3)OCO4)C3CC3)ccc2o1,2.104353935,3.237082055
1657,Cc1cc2ccccc2n1CC(=O)N1CCc2ccc(O)cc2C1,1.403566603,2.658493149
1658,Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,2.02843704,2.505620661
1659,Cc1cc2nc(CCC(=O)N3CCc4n[nH]cc4C3)[nH]c2cc1C,1.240923479,2.278222981
1660,Cc1cc2nc(Sc3nnc(C)n3C)c3ccccc3n2n1,0.675686709,1.543732888
1661,Cc1cc2ncn(CC(=O)NC(C)(C)C)c2cc1C,0.675686709,1.845470133
1662,Cc1cc2occ(CC(=O)NC3CCN(C)CC3)c2cc1C(C)C,1.141857223,2.609339306
1663,Cc1ccc(-c2cc(NC(=O)CN3CCOCC3)on2)cc1,0.675686709,1.85115435
1664,Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,1.196037941,2.732886485
1665,Cc1ccc(-c2ccc(=O)n(Cc3ccncc3)n2)cc1,1.620500418,3.380312565
1666,Cc1ccc(-c2ccc(F)cc2COc2ccc(CCC(=O)O)cc2)cc1,1.445993182,2.296487488
1667,Cc1ccc(-c2ccc(N(C)CCO)nn2)c(-n2cccn2)c1,0.675686709,1.902051869
1668,Cc1ccc(-c2ccccc2-c2nc3c(cnn3C3CCN(C)CC3)[nH]2)o1,0.675686709,1.999973942
1669,Cc1ccc(-c2ccnc(N3C[C@@H](C)NC[C@@H]3C)n2)c(C)n1,0.675686709,1.895974732
1670,Cc1ccc(-c2ccnc(O)c2C#N)cc1,0.675686709,1.275909969
1671,Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,0.675686709,1.510451171
1672,Cc1ccc(-c2cnc(N)cn2)c2cccnc12,1.36398783,1.877192753
1673,Cc1ccc(-c2cnc3ccccc3n2)cc1N,2.408026158,2.307496038
1674,Cc1ccc(-c2cnn3c(O)cc(Cn4cccn4)nc23)cc1,1.262759495,2.351527688
1675,Cc1ccc(-c2nc(-c3ccncc3)n[nH]2)cc1,1.43025248,2.429548808
1676,Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,2.271330371,3.5569184
1677,Cc1ccc(-c2nc(CC(=O)NCCC(C)C)cs2)cc1,2.666785588,3.786244663
1678,Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,1.992496079,3.144640514
1679,Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,1.942241269,2.691941269
1680,Cc1ccc(-c2nnc(SCCn3cccn3)[nH]2)cc1,1.986337222,2.480632049
1681,Cc1ccc(-c2nnc([C@H]3CCN(Cc4cc5ccccc5o4)C3)o2)cc1,1.692406235,2.821762374
1682,Cc1ccc(-c2noc(CCC(=O)N3CCCC3(C)C)n2)cc1F,2.357904369,3.529047483
1683,Cc1ccc(-c2noc3nc(C)cc(C(=O)O)c23)cc1,0.675686709,1.027920136
1684,Cc1ccc(-n2c(S)nnc2-c2ccc(O)cc2)c(C)c1,1.006380459,2.111060782
1685,Cc1ccc(-n2cc(C(=O)NCCN(C)C)nn2)cc1C,0.675686709,2.276638703
1686,Cc1ccc(-n2cc(C)cn2)c(NC(=O)CN(C)C)c1,2.08089333,2.639512387
1687,Cc1ccc(-n2cc[nH]c(=O)c2=O)cc1,0.675686709,1.027920136
1688,Cc1ccc(-n2ccnc2-c2ccoc2)c2cccnc12,1.741009701,2.762359664
1689,Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,1.726824975,2.259804048
1690,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,2.572145236,2.847664567
1691,Cc1ccc(-n2nc(NCc3cnn(C)c3)cc2C)cc1,0.675686709,1.847541813
1692,Cc1ccc(=O)n(CC2(O)CCN(Cc3ccc4ccccc4n3)CC2)n1,0.675686709,1.954541587
1693,Cc1ccc(=O)n(CC2(O)CCN(Cc3cccs3)CC2)n1,0.675686709,2.207200664
1694,Cc1ccc(=O)n(CCOc2cc(F)cc(Br)c2)n1,2.146531122,2.954910808
1695,Cc1ccc(=O)n(CCOc2ccc(Cl)c(F)c2)n1,1.852620263,2.799987373
1696,Cc1ccc(C#N)c(NC(=O)CCc2ccccc2)n1,1.046690221,2.379923426
1697,Cc1ccc(C#N)c(NCc2ccccc2-n2ccnc2)n1,1.659688064,2.793372647
1698,Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,2.016958166,2.667588357
1699,Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,1.300073495,2.062220862
1700,Cc1ccc(C(=O)C2CCN(CC(=O)NC(=O)Nc3ccccc3)CC2)c(C)c1,1.808447305,2.971105995
1701,Cc1ccc(C(=O)N(C)C)cc1NS(C)(=O)=O,0.675686709,1.027920136
1702,Cc1ccc(C(=O)N(C)Cc2c(C)noc2C)cn1,0.675686709,1.027920136
1703,Cc1ccc(C(=O)N(C)Cc2ccccn2)c(O)c1,0.675686709,2.680768685
1704,Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,2.885344821,3.182090951
1705,Cc1ccc(C(=O)N2CCN(C(=O)NCC(=O)N3CCCC3)CC2)cc1F,0.675686709,1.347583686
1706,Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,0.675686709,1.989467616
1707,Cc1ccc(C(=O)NCC#Cc2ccccc2)cn1,0.675686709,1.274134748
1708,Cc1ccc(C(=O)NCCc2ccc(F)cc2)o1,1.342343711,2.146078399
1709,Cc1ccc(C(=O)NCCc2csc(C)n2)cn1,0.871864702,1.051846838
1710,Cc1ccc(C(=O)NC[C@H]2Cn3ccnc3CO2)cc1,0.675686709,1.027920136
1711,Cc1ccc(C(=O)Nc2cccc(C(=O)N(C)C)c2)cn1,0.675686709,1.027920136
1712,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,2.410677714,2.701628419
1713,Cc1ccc(C(=O)Nc2ccccc2C#N)cc1,1.945399644,2.237164067
1714,Cc1ccc(C(=O)Nc2ccccc2C(C)(C)C)cn1,0.675686709,1.482702118
1715,Cc1ccc(C(=O)Nc2ncccc2C)s1,0.827563111,1.53879987
1716,Cc1ccc(C(=O)O)cc1NS(=O)(=O)c1csc(C(=O)Nc2ccccc2)c1,0.675686709,1.027920136
1717,Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,0.740204736,2.214541855
1718,Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,0.814380794,2.110377561
1719,Cc1ccc(C)c(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,2.650083031,3.288203602
1720,Cc1ccc(C)c(NC(=O)c2cccc(-c3ncon3)c2)c1,1.619886029,2.215211783
1721,Cc1ccc(C)c(OCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)c1,2.48007884,3.143961093
1722,Cc1ccc(C)c(OCCC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,2.623930185,3.810497451
1723,Cc1ccc(C)c(OCCN(C)C(=O)c2ccc3c(c2)nnn3C)c1,1.774458569,3.011708702
1724,Cc1ccc(C)c(S(=O)(=O)N2CCCN(C3CCC3)CC2)c1,2.329505677,3.331775402
1725,Cc1ccc(C)c(S(=O)(=O)N2CCCN(CCn3cccn3)CC2)c1,2.316988798,3.304158864
1726,Cc1ccc(C)c2c(O)cc(CN3CC(c4ccccn4)C3)nc12,1.562447517,3.021670479
1727,Cc1ccc(C)c2nc3c(cc12)CNCCO3,1.374730021,2.369666622
1728,Cc1ccc(C2(O)CCN(Cc3cn(C)c4ccc(F)cc34)CC2)cc1,1.814560548,3.253114742
