smiles,LOG_RLM_CLint
C#CCN1CCN(Cc2nc(O)cc(C(F)(F)F)n2)CC1,1.027920136
CC(=O)N1CCN(Cc2nc(O)cc(C(F)(F)F)n2)C(C)(C)C1,1.027920136
c1nn(C2CCOCC2)cc1Nc1ncc2nnn(-c3ccc4cn[nH]c4c3)c2n1,2.883853277
c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,3.196558892
c1nc(NC2CCN(C3CC3)CC2)c2sccc2n1,1.906157193
c1nc(N2CCC3(CCCCC3)C2)c2cn[nH]c2n1,2.851225317
c1csc(Cc2nc(-c3cnccn3)no2)c1,1.907610188
c1csc(-c2csc3nc(CN4CCOCC4)nc(N4CCc5[nH]ncc5C4)c23)c1,3.118970006
c1cncc(-c2nnc3n2[C@H]2CN(Cc4cccs4)C[C@H]2CC3)c1,2.535470081
c1cnc2c(Oc3ncnc4sccc34)cccc2c1,2.387852353
c1cnc(NCc2cnc3ccsc3c2)nc1,1.72381675
c1cnc(NCc2cccc3cnccc23)nc1,2.250007471
c1cnc(NCc2cccc(-c3cccnc3)c2)nc1,2.169342269
c1cnc(NCCc2cccc3cccnc23)nc1,2.943789222
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,2.164120773
c1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,1.525446506
c1cnc(-n2cccn2)c(CNC2CCCC2)c1,1.605434345
c1ccn2cc(CSc3ccc(-n4cccn4)nn3)nc2c1,2.799210931
c1ccc2nc(OC3CCNCC3)cnc2c1,2.263375651
c1ccc2nc(NCCn3ccnc3)cnc2c1,2.64485791
c1ccc2nc(N3CCCC4(CCNCC4)CC3)cnc2c1,2.694700821
c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,2.797649026
c1ccc2c(c1)CCN(Cc1nnc3n1CCC3)C2,1.538121108
c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,1.027920136
c1ccc2[nH]c(SCc3cn4ccccc4n3)nc2c1,2.664452988
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,3.588207258
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,3.102772502
c1ccc(OCCN2CCN(c3ncccn3)CC2)cc1,2.712684208
c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1.683758266
c1ccc(Nc2nc(N3CCNCC3)nc(N3CCOCC3)n2)cc1,1.755951041
c1ccc(NCc2ccc3c(c2)OCCCO3)nc1,3.851427568
c1ccc(N2CCOCC2)c(CNc2cc(N3CCCC3)ncn2)c1,3.181840445
c1ccc(Cc2nnc(NC3CCOCC3)s2)cc1,1.313846138
c1ccc(Cc2n[nH]c(CSc3ccccc3)n2)cc1,3.120964292
c1ccc(Cc2cccc3cc4c(nc23)OCCNC4)cc1,3.048037621
c1ccc(COc2ccc(CNCC3CCNCC3)cc2)cc1,1.32362331
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,3.479500594
c1ccc(CN2CCn3nccc3C2)cc1,1.490843033
c1ccc(CCn2cnc3c2CCN(c2ncccn2)C3)cc1,3.399640153
c1ccc(CCc2n[nH]c(-c3cccc4cnccc34)n2)cc1,2.646264494
c1ccc(CC2=NCCN2)cc1,1.027920136
c1ccc(C2(c3ccccc3)CCCN(Cc3nnc(C4CC4)o3)C2)cc1,3.079395445
c1ccc(C2(CNc3nc4ccccc4o3)CCOCC2)cc1,3.530841697
c1ccc(C(c2ccccc2)c2noc(Cn3cnc(C4CC4)n3)n2)cc1,3.178832542
c1ccc(-n2ncc3c(-n4ccnc4)ncnc32)cc1,2.575138175
c1ccc(-n2cnc3cc(NCc4ccccn4)ccc32)cc1,3.505462287
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,2.258009568
c1ccc(-c2nsc(N3CCCN(c4nccs4)CC3)n2)cc1,3.16770153
c1ccc(-c2noc(NCC3CCC3)n2)cc1,2.87011057
c1ccc(-c2noc(NC3CC3)n2)cc1,2.250100263
c1ccc(-c2noc(Cn3ccnc3)n2)nc1,1.027920136
c1ccc(-c2noc(C3CCNCC3)n2)nc1,1.027920136
c1ccc(-c2nccc(NCc3nnc4n3CCCCC4)n2)cc1,2.6510773
c1ccc(-c2ncc(CNc3ncccn3)s2)nc1,3.316108584
c1ccc(-c2nc(CSc3ccc(-n4cccn4)nn3)cs2)cc1,2.622862389
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,2.056577102
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,2.64325325
c1ccc(-c2cn(C3CNC3)nn2)cc1,1.455773409
c1ccc(-c2ccc(Cn3ccnc3-c3cc4n(n3)CCCNC4)cc2)cc1,2.600990311
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,3.184623585
c1ccc(-c2cc3c(N4CCC(c5ncc[nH]5)CC4)ncnc3s2)cc1,3.190827911
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,2.218149352
c1cc2cc[nH]c2c(CC2CN(C3CCCC3)C2)n1,1.905558437
c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,2.415384063
c1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc3nc[nH]c3c2)n1,1.853436583
c1cc(CNc2ncc(-c3cnccn3)c(C3CC3)n2)ccn1,3.117910332
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,1.506897209
c1cc(CC2CCNCC2)c2cccnc2c1,2.149302267
c1cc(-c2noc(CN3CCOCC3)n2)ccn1,1.474667812
[2H]c1nc(C)nc([2H])c1-c1cc(NC[C@@H](C)c2cccc3c(C(=O)NC)ccnc23)ncn1,1.947002154
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,1.417438476
Oc1cncc(/C=C/c2nc(-c3ccncc3)no2)c1,2.378980809
Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,1.954305236
Oc1ccc(-c2noc(-c3cccnc3)n2)cc1,1.899426505
Oc1cc(F)ccc1-c1nc(-c2ccncc2)no1,2.524105197
Oc1c(C(c2ccc(F)cc2)N2CCCCC2)ccc2cccnc12,2.581841835
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,1.037346804
O[C@@H]1C[C@@H](c2nc(-c3cccnc3)no2)N(CCCc2ccccc2)C1,3.279585506
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,2.958203016
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(Cc3ccccc3)cccc12,2.549043745
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,2.564489707
O[C@@H]1CCCC[C@H]1N1CCC(c2ccccc2)CC1,3.142284948
OCc1cnnn1-c1cncc(Cl)n1,1.027920136
OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,2.057521569
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,2.518683676
OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1,2.84132818
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,2.091336276
OCCN1CCN(c2ccnc3ccc(Br)cc23)CC1,2.055611473
OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1,2.370720288
OCCC1(CNc2ncc(Br)cn2)CC1,1.913294507
OCC1CN(c2nc3cc(F)ccc3o2)C1,1.236159231
OC1CCN(c2nccc(-c3cccs3)n2)CC1,2.817179158
OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,1.027920136
OC1(c2cccnc2F)CCN(Cc2ccc(-c3ccc(F)cc3)o2)CC1,2.230987623
OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,2.151700732
OC1(Cc2nc(-c3ccsc3)no2)CCCCC1,3.01570546
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.027920136
O=c1oc2cccnc2n1Cc1ncc(-c2ccc(F)cc2)o1,1.027920136
O=c1oc2cccnc2n1Cc1cnn(-c2ccccc2)n1,1.803805231
O=c1oc2cccnc2n1Cc1ccccn1,1.027920136
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,1.956370158
O=c1n(Cc2ccncc2)nc2n1-c1cc(Cl)ccc1C1=NCCN12,2.156040056
O=c1n(Cc2ccccn2)nc2n1-c1cc(Cl)ccc1C1=NCCN12,1.680598368
O=c1n(CCn2ccnc2)nnn1-c1cccs1,1.745168514
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,1.814254257
O=c1ccc(C2CC2)nn1CC1CN(CC2(O)CCCC2)C1,1.924418858
O=c1cc2c(n[nH]1)-c1cnc(N3CCCCC3)nc1CC2,2.039826404
O=c1cc2c(n[nH]1)-c1cnc(N3CCCC3)nc1CC2,2.012630569
O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,2.682066517
O=c1cc(-c2cc(F)c(Cl)nc2Cl)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12,1.286950216
O=c1c2cnccc2ncn1Cc1ccc2c(c1)CCCO2,2.449104884
O=c1c2ccncc2ncn1[C@H]1CCN(Cc2ccccc2)C1,2.901184144
O=c1c2cccnc2ncn1[C@H]1CCN(Cc2ccccc2)C1,2.208779845
O=c1c2cccnc2ncn1[C@H]1CCCc2ccccc21,2.075134368
O=c1c2cccnc2ncn1Cc1ccc2c(c1)CCCC2,2.851885482
O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1,3.122454593
O=c1c2ccccc2nnn1CCOc1ccc(F)cc1,2.09252415
O=c1c2ccccc2nc2n1CCN(Cc1ccc(F)cc1)CC2,2.75236579
O=c1c2ccccc2cnn1Cc1cccc(OCC(F)(F)F)c1,1.710091967
O=c1c2cccc(C(F)(F)F)c2ncn1C1CCCC1,2.500527371
O=c1c2c(nc3ccccn13)CCN(S(=O)(=O)C1CCCCC1)C2,3.041562816
O=c1c2c(Cl)ccc(Cl)c2ncn1Cc1cc(O)ncn1,1.027920136
O=c1c(CO)cc2cc3c(cc2n1Cc1ccccn1)CCC3,3.069236918
O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1,1.660476525
O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,1.027920136
O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,1.449061647
O=c1[nH]c2cnccc2n1Cc1ccccc1,1.680553059
O=c1[nH]c2ccccc2n1C1CCN(c2ncnc3sccc23)CC1,2.530508335
O=c1[nH]c2ccccc2n1C1CCN(S(=O)(=O)Cc2ccccc2)CC1,3.823444232
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,2.92712748
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnc(-c3cc4c(s3)CCCC4)o2)CC1,3.036170009
O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(Cc3ccccc3)no2)CC1,2.933126745
O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3ccsc3)no2)CC1,2.419407167
O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3cccs3)no2)CC1,2.368668004
O=c1[nH]c2ccccc2n1C1CCN(Cc2csc(COc3ccc(F)cc3)n2)CC1,3.038644002
O=c1[nH]c2ccccc2n1C1CCN(Cc2coc(-c3cccs3)n2)CC1,2.677144128
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccncc2)CC1,2.504750787
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,2.080686
O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,2.552304327
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1.027920136
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4s3)c2)cc1,2.709458228
O=S1(=O)CCN(C2CCN(CC(F)(F)F)CC2)CC1,1.302850213
O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,2.59522167
O=S(=O)(c1cccnc1)N1CCC2(Cc3ccccc3C2)C1,3.705029888
O=S(=O)(NCc1n[nH]c2c1CCCCC2)c1ccc(OC(F)F)cc1,3.244757178
O=S(=O)(NC[C@H]1CCCN1)c1ccc(OC(F)F)cc1,1.537403484
O=S(=O)(NCCC(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1,3.969621762
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,2.830240837
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,3.340824501
O=C1c2ccccc2C(=O)N1CCNc1ccc(F)cc1,2.789224529
O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCOCC1,2.627594211
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,1.459543258
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCCO4,1.027920136
O=C1OCCN1CCN1CCC(c2cc3ccccc3[nH]2)CC1,2.688189264
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(Cc1cccnc1)C2,2.448468243
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,2.575853791
O=C1N[C@@H]2CCN(C(=O)c3ccc(-c4ccccc4)cc3)[C@@H]2C(=O)N1c1ccc(F)cc1,1.472917269
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,2.739014285
O=C1NCCSc2c1sc1ccc(O)cc21,1.978326627
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,1.968889034
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,1.671635597
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,2.217328623
O=C1NC2(CCCCC2)C(=O)N1Cc1csc(-c2ccccc2)n1,2.935432694
O=C1NC2(CCC2)C(=O)N1Cc1ccon1,1.027920136
O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,1.027920136
O=C1CSc2ccc(C(=O)Nc3cc(C4CC4)n[nH]3)cc2N1,2.382882966
O=C1CNC(=O)N1CCCN1CCc2sccc2C1,1.456563395
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,1.387407625
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,1.820017453
O=C1CN(C(=O)c2ccc(F)cc2)CCN1,1.027920136
O=C1CN(C(=O)c2ccc(Cl)cn2)CCN1CCc1ccccc1,2.698271097
O=C1CC[C@H](O)[C@@H](c2cccc(Cl)c2)N1Cc1ccccc1,2.653160395
O=C1CCCc2c1[nH]c1cc(-n3ccnc3-c3ccncc3)ccc21,2.272414868
O=C1CCCN1c1ccc(NCc2ccccn2)nc1,1.027920136
O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,2.036225549
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,1.818911775
O=C1CCCN1CCCc1nc(Cc2c(Cl)cccc2Cl)n[nH]1,2.581408016
O=C1CCCN1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.19529066
O=C1CCCN1C(=O)COc1cccc(-c2nnco2)c1,1.43858981
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,2.602536368
O=C1CCC(=O)N1Cc1nc(Cc2ccccc2)cs1,2.16201447
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,3.144807014
O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,2.855272561
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,3.167644557
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,2.79148152
O=C1CC(N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)C(=O)N1c1ccccc1,3.1082077
O=C1C(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1c1ccccc1,2.143732823
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,2.926789889
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,3.464581643
O=C(c1nccc2ccccc12)N1CCC(COc2ccccn2)CC1,3.733402884
O=C(c1n[nH]c2c1COCC2)N1CCC2(C=Cc3ccccc32)CC1,2.939548704
O=C(c1cnc(-c2ccccc2)s1)N1CCOC2(CCCC2)C1,2.888995627
O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,3.303574442
O=C(c1ccncc1)N1CCC(c2cnccn2)CC1,1.027920136
O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,2.177813437
O=C(c1cccs1)N1CCCC(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)C1,3.690644678
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,3.102705655
O=C(c1ccccn1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,3.113778957
O=C(c1ccccc1N1CCOCC1)N(Cc1ccccn1)C1CCCCC1,3.584255442
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,2.781462396
O=C(c1ccccc1-c1ncc(-c2ccccc2F)o1)N1CCC1,2.658512217
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.647924522
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,3.650157389
O=C(c1cccc(Nc2ncccn2)c1)N1CCOCC(Cc2cccc3ccncc23)C1,3.217539478
O=C(c1cccc(N2CCNC2=O)c1)N1CCc2ccccc2C1,2.50742136
O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,2.220212725
O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,2.162877917
O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCC(Oc2cccnc2)CC1,3.320450809
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.649529566
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,2.756505268
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,1.027920136
O=C(c1ccc(O)nc1)N1CCN(c2ncccn2)CC1,1.027920136
O=C(c1ccc(O)cc1)N1CCN(c2ncnc3c2CCC3)CC1,2.251536021
O=C(c1ccc(NS(=O)(=O)c2cccc3cnccc23)cc1)N1CCCC1,2.749437925
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,2.781178565
O=C(c1ccc(F)cc1)N1Cc2nc[nH]c2C[C@H]1c1nc(-c2ccc(Cl)cc2)no1,2.124628105
O=C(c1ccc(F)cc1)N1CCN(CC(=O)N2CCCC2=O)CC1,1.14928071
O=C(c1ccc(F)c(F)c1)N1CCN(C(=O)c2nc(Cl)ccc2Cl)CC1,1.367616792
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,2.095615626
O=C(c1ccc(Cl)cc1)N1CCC[C@@H](C(=O)N2CCc3ccccc3C2)C1,3.40330999
O=C(c1ccc(Cl)cc1)N1CCC(c2nnc3n2CCCC3)CC1,1.027920136
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,2.10436418
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(O)(CN2CCCC2)CC1,1.880870733
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(F)(F)CC1,1.635664665
O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1,1.246695495
O=C(c1cc(F)ccc1O)N1CCN(C2CCOCC2)CC1,2.30227247
O=C(c1cc(F)ccc1F)N1CCN(C(=O)C2CC2)CC1,1.295984701
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,2.437874177
O=C([C@@H]1CCCN1C(=O)NC(c1ccccc1)c1ccccc1)N1CCCCC1,2.937915395
O=C(OCc1cc(Cl)ccn1)c1ccc2[nH]c(C(F)F)nc2c1,3.182590104
O=C(OCC1CCSCC1)c1cccc(-n2cccn2)n1,3.342119161
O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,1.027920136
O=C(O)c1csc(Cc2ccc(Cl)cc2)n1,1.027920136
O=C(O)c1cnn(-c2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c1,1.027920136
O=C(O)c1cnn(-c2ccncc2)c1C(F)F,1.027920136
O=C(O)c1cnc(/C=C/c2csc(-c3ccsc3)n2)s1,1.772820272
O=C(O)c1ccccc1COc1cccc2cccnc12,1.093211492
O=C(O)c1ccccc1-n1cnc(CN2CCCC2)c1,1.027920136
O=C(O)c1cccc(N2CCC(Oc3ccc(Cl)cc3)CC2)n1,1.027920136
O=C(O)c1ccc(N2CCCC2)c(F)c1,1.159867847
O=C(O)c1ccc(CCC(=O)N2CCc3c(F)cc(F)cc3C2)cc1,1.027920136
O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,1.027920136
O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,2.040163077
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1.703497726
O=C(O)c1c2ccccc2nn1Cc1ccccc1,1.027920136
O=C(O)Cc1ccc(Oc2ccncc2)cc1,1.027920136
O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,1.467815215
O=C(O)CCC(=O)Nc1ccccc1-c1nc2ccccc2[nH]c1=O,1.027920136
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,1.027920136
O=C(Nn1cnc2ccccc21)c1cc(Cl)ccc1F,1.027920136
O=C(Nn1cnc2ccccc21)c1c2c(nc3ccccc13)CCC2,1.027920136
O=C(Nc1nncs1)c1cccnc1,1.027920136
O=C(Nc1nnc[nH]1)c1ccc(C2SCCCS2)cc1,2.166616581
O=C(Nc1nnc2n1CCCC2)c1cscn1,1.027920136
O=C(Nc1nnc(SCc2ccc(F)cc2)s1)C1CCC1,3.217774167
O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,2.678676772
O=C(Nc1nccs1)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)c1ccccc1,2.697221494
O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1,2.595374955
O=C(Nc1ncccc1OC(F)F)C1CCCCC1,3.038994297
O=C(Nc1nc2ccccc2[nH]1)c1ccncc1,2.036972044
O=C(Nc1nc2ccccc2[nH]1)C1CCCCC1,2.277306592
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1.28688292
O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1,1.598024072
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,2.445191505
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(F)cc1Cl,2.103919973
O=C(Nc1cnn(-c2ncccn2)c1)C1CCCCC1,1.863905495
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,1.880241776
O=C(Nc1cncc2ccccc12)c1ncccn1,1.155578931
O=C(Nc1cncc(Cl)c1Cl)c1cccc(-n2cccn2)n1,2.173218329
O=C(Nc1cnc2ccccc2n1)c1ccncc1,2.103451355
O=C(Nc1cn(CCOCC(F)(F)F)nc1-c1ccccn1)c1coc(-c2cn[nH]c2)n1,2.714584561
O=C(Nc1ccncc1)[C@H]1CCCN(S(=O)(=O)c2ccc(Cl)cc2)C1,2.85820082
O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,2.120439016
O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,2.641752644
O=C(Nc1ccn(CC(F)F)n1)NC1CCN(C2CCCC2)CC1,1.027920136
O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,1.436051275
O=C(Nc1cccnc1)c1ccccc1Cc1ccccc1,2.663557707
O=C(Nc1ccccn1)c1cccc2ccccc12,2.144885418
O=C(Nc1ccccn1)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O,2.89828573
O=C(Nc1ccccc1-n1ccnc1)c1cccs1,1.593784333
O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,1.605778955
O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,1.283753383
O=C(Nc1ccccc1)Nc1ccccc1,1.960965202
O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@H]3CCC[C@@H]3C(=O)O)cc2)cc1,1.375736752
O=C(Nc1ccccc1)N1CCCc2cnc(N3CCOCC3)nc21,2.062675977
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2cccs2)C1,2.788388292
O=C(Nc1cccc2cnccc12)c1cccc(F)c1,2.119028122
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,1.572453363
O=C(Nc1cccc(-c2cnco2)c1)C1(c2cccc(F)c2)CCOCC1,2.409268499
O=C(Nc1ccc2sccc2c1)N1CCCN(C(=O)Oc2ccccc2)CC1,2.883941791
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,1.659098158
O=C(Nc1ccc2c3c(cccc13)CC2)c1ccnc(-n2cncn2)c1,2.215182677
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,2.691960689
O=C(Nc1ccc2c(c1)N(CC(F)F)C(=O)CS2)C1CC=CC1,2.591758923
O=C(Nc1ccc2[nH]ncc2c1)[C@H]1CCCNC1,2.535463753
O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,2.006974917
O=C(Nc1ccc(N2CCOCC2)nc1)N1CCc2sccc2C1,2.037753092
O=C(Nc1ccc(N2CCCC2)cn1)c1ccc(-c2cnco2)cc1,2.277641298
O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,1.954719971
O=C(Nc1ccc(F)cc1)c1cc(C2CC2)nn1-c1ccccc1,1.882689573
O=C(Nc1ccc(Cl)nc1)NC1CCN(C2CCCC2)CC1,1.027920136
O=C(Nc1ccc(COC2CCCC2)cc1)N1CCC(CO)CC1,2.517033502
O=C(Nc1ccc(C2CCCCC2)cc1)c1ccc(S(=O)(=O)NCc2cccnc2)cc1,2.781370867
O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccn1,2.217615529
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc(NC(=O)c2cccs2)cc1,1.027920136
O=C(Nc1cc[nH]n1)c1ccc2c(c1)[nH]c(=O)n2C1CCCC1,1.728118306
O=C(Nc1c(F)cccc1Oc1ccccc1)c1cnccn1,3.035037696
O=C(N[C@H](CO)CC1CCCCC1)c1cccc(-c2cnccn2)c1,3.629710646
